,Target,Source,quantity,year
9845,Arunachal Pradesh,Andhra(excluding ports) ,,2017
9846,Bihar,Andhra(excluding ports) ,,2017
9847,Chattishgarh,Andhra(excluding ports) ,,2017
9848,Chandigarh,Andhra(excluding ports) ,,2017
9849,Delhi,Andhra(excluding ports) ,,2017
9850,Goa,Andhra(excluding ports) ,,2017
9851,Gujarat(excluding ports),Andhra(excluding ports) ,,2017
9852,Other ports of Gujarat,Andhra(excluding ports) ,,2017
9853,Haryana,Andhra(excluding ports) ,,2017
9854,Himachal Pradesh,Andhra(excluding ports) ,,2017
9855,Jammu and Kasmir,Andhra(excluding ports) ,,2017
9856,Jharkhand,Andhra(excluding ports) ,,2017
9857,Karnataka(excluding ports,Andhra(excluding ports) ,,2017
9858,Other ports of Karnataka,Andhra(excluding ports) ,,2017
9859,Kerala(excluding ports),Andhra(excluding ports) ,,2017
9860,Other ports of Kerala,Andhra(excluding ports) ,,2017
9861,Madhya Pradesh,Andhra(excluding ports) ,,2017
9862,Maharashtra(excluding ports),Andhra(excluding ports) ,,2017
9863,Other ports of Maharashtra,Andhra(excluding ports) ,,2017
9864,Manipur,Andhra(excluding ports) ,,2017
9865,Meghalaya,Andhra(excluding ports) ,,2017
9866,Mizoram,Andhra(excluding ports) ,,2017
9867,Nagaland,Andhra(excluding ports) ,,2017
9868,Odisha,Andhra(excluding ports) ,,2017
9869,Puducherry,Andhra(excluding ports) ,,2017
9870,Punjab,Andhra(excluding ports) ,,2017
9871,Rajasthan,Andhra(excluding ports) ,,2017
9872,Tamil Nadu(excluding ports),Andhra(excluding ports) ,25730,2017
9873,Other ports of Tamil Nadu,Andhra(excluding ports) ,,2017
9874,Tripura,Andhra(excluding ports) ,,2017
9875,Uttaranchal,Andhra(excluding ports) ,,2017
9876,Uttar Pradesh,Andhra(excluding ports) ,,2017
9877,West Bengal(excluding ports) ,Andhra(excluding ports) ,,2017
9878,Other ports of West Bengal,Andhra(excluding ports) ,,2017
9879,OUTWARD -->,Andhra(excluding ports) ,25730,2017
9880,Andhra(excluding ports),Other ports of Andhra,,2017
9881,Other ports of Andhra,Other ports of Andhra,,2017
9882,Assam,Other ports of Andhra,,2017
9883,Arunachal Pradesh,Other ports of Andhra,,2017
9884,Bihar,Other ports of Andhra,,2017
9885,Chattishgarh,Other ports of Andhra,,2017
9886,Chandigarh,Other ports of Andhra,,2017
9887,Delhi,Other ports of Andhra,,2017
9888,Goa,Other ports of Andhra,,2017
9889,Gujarat(excluding ports),Other ports of Andhra,,2017
9890,Other ports of Gujarat,Other ports of Andhra,,2017
9891,Haryana,Other ports of Andhra,,2017
9892,Himachal Pradesh,Other ports of Andhra,,2017
9893,Jammu and Kasmir,Other ports of Andhra,,2017
9894,Jharkhand,Other ports of Andhra,,2017
9895,Karnataka(excluding ports,Other ports of Andhra,,2017
9896,Other ports of Karnataka,Other ports of Andhra,,2017
9897,Kerala(excluding ports),Other ports of Andhra,,2017
9898,Other ports of Kerala,Other ports of Andhra,,2017
9899,Madhya Pradesh,Other ports of Andhra,,2017
9900,Maharashtra(excluding ports),Other ports of Andhra,,2017
9901,Other ports of Maharashtra,Other ports of Andhra,,2017
9902,Manipur,Other ports of Andhra,,2017
9903,Meghalaya,Other ports of Andhra,,2017
9904,Mizoram,Other ports of Andhra,,2017
9905,Nagaland,Other ports of Andhra,,2017
9906,Odisha,Other ports of Andhra,,2017
9907,Puducherry,Other ports of Andhra,,2017
9908,Punjab,Other ports of Andhra,,2017
9909,Rajasthan,Other ports of Andhra,,2017
9910,Tamil Nadu(excluding ports),Other ports of Andhra,,2017
9911,Other ports of Tamil Nadu,Other ports of Andhra,,2017
9912,Tripura,Other ports of Andhra,,2017
9913,Uttaranchal,Other ports of Andhra,,2017
9914,Uttar Pradesh,Other ports of Andhra,,2017
9915,West Bengal(excluding ports) ,Other ports of Andhra,26310,2017
9916,Other ports of West Bengal,Other ports of Andhra,,2017
9917,OUTWARD -->,Other ports of Andhra,26310,2017
9918,Andhra(excluding ports),Assam,,2017
9919,Other ports of Andhra,Assam,,2017
9920,Assam,Assam,,2017
9921,Arunachal Pradesh,Assam,,2017
9922,Bihar,Assam,,2017
9923,Chattishgarh,Assam,,2017
9924,Chandigarh,Assam,,2017
9925,Delhi,Assam,,2017
9926,Goa,Assam,,2017
9927,Gujarat(excluding ports),Assam,,2017
9928,Other ports of Gujarat,Assam,,2017
9929,Haryana,Assam,,2017
9930,Himachal Pradesh,Assam,,2017
9931,Jammu and Kasmir,Assam,,2017
9932,Jharkhand,Assam,,2017
9933,Karnataka(excluding ports,Assam,,2017
9934,Other ports of Karnataka,Assam,,2017
9935,Kerala(excluding ports),Assam,,2017
9936,Other ports of Kerala,Assam,,2017
9937,Madhya Pradesh,Assam,,2017
9938,Maharashtra(excluding ports),Assam,,2017
9939,Other ports of Maharashtra,Assam,,2017
9940,Manipur,Assam,,2017
9941,Meghalaya,Assam,,2017
9942,Mizoram,Assam,,2017
9943,Nagaland,Assam,,2017
9944,Odisha,Assam,,2017
9945,Puducherry,Assam,,2017
9946,Punjab,Assam,,2017
9947,Rajasthan,Assam,,2017
9948,Tamil Nadu(excluding ports),Assam,,2017
9949,Other ports of Tamil Nadu,Assam,,2017
9950,Tripura,Assam,,2017
9951,Uttaranchal,Assam,,2017
9952,Uttar Pradesh,Assam,,2017
9953,West Bengal(excluding ports) ,Assam,,2017
9954,Other ports of West Bengal,Assam,,2017
9955,OUTWARD -->,Assam,0,2017
9956,Andhra(excluding ports),Arunachal Pradesh,,2017
9957,Other ports of Andhra,Arunachal Pradesh,,2017
9958,Assam,Arunachal Pradesh,,2017
9959,Arunachal Pradesh,Arunachal Pradesh,,2017
9960,Bihar,Arunachal Pradesh,,2017
9961,Chattishgarh,Arunachal Pradesh,,2017
9962,Chandigarh,Arunachal Pradesh,,2017
9963,Delhi,Arunachal Pradesh,,2017
9964,Goa,Arunachal Pradesh,,2017
9965,Gujarat(excluding ports),Arunachal Pradesh,,2017
9966,Other ports of Gujarat,Arunachal Pradesh,,2017
9967,Haryana,Arunachal Pradesh,,2017
9968,Himachal Pradesh,Arunachal Pradesh,,2017
9969,Jammu and Kasmir,Arunachal Pradesh,,2017
9970,Jharkhand,Arunachal Pradesh,,2017
9971,Karnataka(excluding ports,Arunachal Pradesh,,2017
9972,Other ports of Karnataka,Arunachal Pradesh,,2017
9973,Kerala(excluding ports),Arunachal Pradesh,,2017
9974,Other ports of Kerala,Arunachal Pradesh,,2017
9975,Madhya Pradesh,Arunachal Pradesh,,2017
9976,Maharashtra(excluding ports),Arunachal Pradesh,,2017
9977,Other ports of Maharashtra,Arunachal Pradesh,,2017
9978,Manipur,Arunachal Pradesh,,2017
9979,Meghalaya,Arunachal Pradesh,,2017
9980,Mizoram,Arunachal Pradesh,,2017
9981,Nagaland,Arunachal Pradesh,,2017
9982,Odisha,Arunachal Pradesh,,2017
9983,Puducherry,Arunachal Pradesh,,2017
9984,Punjab,Arunachal Pradesh,,2017
9985,Rajasthan,Arunachal Pradesh,,2017
9986,Tamil Nadu(excluding ports),Arunachal Pradesh,,2017
9987,Other ports of Tamil Nadu,Arunachal Pradesh,,2017
9988,Tripura,Arunachal Pradesh,,2017
9989,Uttaranchal,Arunachal Pradesh,,2017
9990,Uttar Pradesh,Arunachal Pradesh,,2017
9991,West Bengal(excluding ports) ,Arunachal Pradesh,,2017
9992,Other ports of West Bengal,Arunachal Pradesh,,2017
9993,OUTWARD -->,Arunachal Pradesh,0,2017
9994,Andhra(excluding ports),Bihar,317620,2017
9995,Other ports of Andhra,Bihar,,2017
9996,Assam,Bihar,158170,2017
9997,Arunachal Pradesh,Bihar,,2017
9998,Bihar,Bihar,,2017
9999,Chattishgarh,Bihar,133080,2017
10000,Chandigarh,Bihar,,2017
10001,Delhi,Bihar,,2017
10002,Goa,Bihar,,2017
10003,Gujarat(excluding ports),Bihar,26640,2017
10004,Other ports of Gujarat,Bihar,,2017
10005,Haryana,Bihar,79950,2017
10006,Himachal Pradesh,Bihar,,2017
10007,Jammu and Kasmir,Bihar,,2017
10008,Jharkhand,Bihar,,2017
10009,Karnataka(excluding ports,Bihar,742080,2017
10010,Other ports of Karnataka,Bihar,,2017
10011,Kerala(excluding ports),Bihar,26550,2017
10012,Other ports of Kerala,Bihar,,2017
10013,Madhya Pradesh,Bihar,,2017
10014,Maharashtra(excluding ports),Bihar,184660,2017
10015,Other ports of Maharashtra,Bihar,,2017
10016,Manipur,Bihar,,2017
10017,Meghalaya,Bihar,,2017
10018,Mizoram,Bihar,,2017
10019,Nagaland,Bihar,,2017
10020,Odisha,Bihar,,2017
10021,Puducherry,Bihar,,2017
10022,Punjab,Bihar,265560,2017
10023,Rajasthan,Bihar,,2017
10024,Tamil Nadu(excluding ports),Bihar,860760,2017
10025,Other ports of Tamil Nadu,Bihar,,2017
10026,Tripura,Bihar,,2017
10027,Uttaranchal,Bihar,1718480,2017
10028,Uttar Pradesh,Bihar,,2017
10029,West Bengal(excluding ports) ,Bihar,26490,2017
10030,Other ports of West Bengal,Bihar,,2017
10031,OUTWARD -->,Bihar,4540040,2017
10032,Andhra(excluding ports),Chattishgarh,,2017
10033,Other ports of Andhra,Chattishgarh,,2017
10034,Assam,Chattishgarh,26460,2017
10035,Arunachal Pradesh,Chattishgarh,,2017
10036,Bihar,Chattishgarh,,2017
10037,Chattishgarh,Chattishgarh,,2017
10038,Chandigarh,Chattishgarh,,2017
10039,Delhi,Chattishgarh,,2017
10040,Goa,Chattishgarh,,2017
10041,Gujarat(excluding ports),Chattishgarh,,2017
10042,Other ports of Gujarat,Chattishgarh,,2017
10043,Haryana,Chattishgarh,,2017
10044,Himachal Pradesh,Chattishgarh,,2017
10045,Jammu and Kasmir,Chattishgarh,,2017
10046,Jharkhand,Chattishgarh,,2017
10047,Karnataka(excluding ports,Chattishgarh,,2017
10048,Other ports of Karnataka,Chattishgarh,,2017
10049,Kerala(excluding ports),Chattishgarh,,2017
10050,Other ports of Kerala,Chattishgarh,,2017
10051,Madhya Pradesh,Chattishgarh,,2017
10052,Maharashtra(excluding ports),Chattishgarh,,2017
10053,Other ports of Maharashtra,Chattishgarh,,2017
10054,Manipur,Chattishgarh,,2017
10055,Meghalaya,Chattishgarh,,2017
10056,Mizoram,Chattishgarh,,2017
10057,Nagaland,Chattishgarh,,2017
10058,Odisha,Chattishgarh,,2017
10059,Puducherry,Chattishgarh,,2017
10060,Punjab,Chattishgarh,,2017
10061,Rajasthan,Chattishgarh,,2017
10062,Tamil Nadu(excluding ports),Chattishgarh,26490,2017
10063,Other ports of Tamil Nadu,Chattishgarh,,2017
10064,Tripura,Chattishgarh,,2017
10065,Uttaranchal,Chattishgarh,,2017
10066,Uttar Pradesh,Chattishgarh,,2017
10067,West Bengal(excluding ports) ,Chattishgarh,,2017
10068,Other ports of West Bengal,Chattishgarh,,2017
10069,OUTWARD -->,Chattishgarh,52950,2017
10070,Andhra(excluding ports),Chandigarh,,2017
10071,Other ports of Andhra,Chandigarh,,2017
10072,Assam,Chandigarh,,2017
10073,Arunachal Pradesh,Chandigarh,,2017
10074,Bihar,Chandigarh,,2017
10075,Chattishgarh,Chandigarh,,2017
10076,Chandigarh,Chandigarh,,2017
10077,Delhi,Chandigarh,,2017
10078,Goa,Chandigarh,,2017
10079,Gujarat(excluding ports),Chandigarh,,2017
10080,Other ports of Gujarat,Chandigarh,,2017
10081,Haryana,Chandigarh,,2017
10082,Himachal Pradesh,Chandigarh,,2017
10083,Jammu and Kasmir,Chandigarh,,2017
10084,Jharkhand,Chandigarh,,2017
10085,Karnataka(excluding ports,Chandigarh,,2017
10086,Other ports of Karnataka,Chandigarh,,2017
10087,Kerala(excluding ports),Chandigarh,,2017
10088,Other ports of Kerala,Chandigarh,,2017
10089,Madhya Pradesh,Chandigarh,,2017
10090,Maharashtra(excluding ports),Chandigarh,,2017
10091,Other ports of Maharashtra,Chandigarh,,2017
10092,Manipur,Chandigarh,,2017
10093,Meghalaya,Chandigarh,,2017
10094,Mizoram,Chandigarh,,2017
10095,Nagaland,Chandigarh,,2017
10096,Odisha,Chandigarh,,2017
10097,Puducherry,Chandigarh,,2017
10098,Punjab,Chandigarh,,2017
10099,Rajasthan,Chandigarh,,2017
10100,Tamil Nadu(excluding ports),Chandigarh,,2017
10101,Other ports of Tamil Nadu,Chandigarh,,2017
10102,Tripura,Chandigarh,,2017
10103,Uttaranchal,Chandigarh,,2017
10104,Uttar Pradesh,Chandigarh,,2017
10105,West Bengal(excluding ports) ,Chandigarh,,2017
10106,Other ports of West Bengal,Chandigarh,,2017
10107,OUTWARD -->,Chandigarh,0,2017
10108,Andhra(excluding ports),Delhi,,2017
10109,Other ports of Andhra,Delhi,,2017
10110,Assam,Delhi,,2017
10111,Arunachal Pradesh,Delhi,,2017
10112,Bihar,Delhi,,2017
10113,Chattishgarh,Delhi,,2017
10114,Chandigarh,Delhi,,2017
10115,Delhi,Delhi,,2017
10116,Goa,Delhi,,2017
10117,Gujarat(excluding ports),Delhi,,2017
10118,Other ports of Gujarat,Delhi,,2017
10119,Haryana,Delhi,,2017
10120,Himachal Pradesh,Delhi,,2017
10121,Jammu and Kasmir,Delhi,,2017
10122,Jharkhand,Delhi,,2017
10123,Karnataka(excluding ports,Delhi,,2017
10124,Other ports of Karnataka,Delhi,,2017
10125,Kerala(excluding ports),Delhi,,2017
10126,Other ports of Kerala,Delhi,,2017
10127,Madhya Pradesh,Delhi,,2017
10128,Maharashtra(excluding ports),Delhi,26610,2017
10129,Other ports of Maharashtra,Delhi,,2017
10130,Manipur,Delhi,,2017
10131,Meghalaya,Delhi,,2017
10132,Mizoram,Delhi,,2017
10133,Nagaland,Delhi,,2017
10134,Odisha,Delhi,,2017
10135,Puducherry,Delhi,,2017
10136,Punjab,Delhi,,2017
10137,Rajasthan,Delhi,,2017
10138,Tamil Nadu(excluding ports),Delhi,,2017
10139,Other ports of Tamil Nadu,Delhi,,2017
10140,Tripura,Delhi,,2017
10141,Uttaranchal,Delhi,,2017
10142,Uttar Pradesh,Delhi,,2017
10143,West Bengal(excluding ports) ,Delhi,,2017
10144,Other ports of West Bengal,Delhi,,2017
10145,OUTWARD -->,Delhi,26610,2017
10146,Andhra(excluding ports),Goa,,2017
10147,Other ports of Andhra,Goa,,2017
10148,Assam,Goa,,2017
10149,Arunachal Pradesh,Goa,,2017
10150,Bihar,Goa,,2017
10151,Chattishgarh,Goa,,2017
10152,Chandigarh,Goa,,2017
10153,Delhi,Goa,,2017
10154,Goa,Goa,,2017
10155,Gujarat(excluding ports),Goa,,2017
10156,Other ports of Gujarat,Goa,,2017
10157,Haryana,Goa,,2017
10158,Himachal Pradesh,Goa,,2017
10159,Jammu and Kasmir,Goa,,2017
10160,Jharkhand,Goa,,2017
10161,Karnataka(excluding ports,Goa,,2017
10162,Other ports of Karnataka,Goa,,2017
10163,Kerala(excluding ports),Goa,,2017
10164,Other ports of Kerala,Goa,,2017
10165,Madhya Pradesh,Goa,,2017
10166,Maharashtra(excluding ports),Goa,,2017
10167,Other ports of Maharashtra,Goa,,2017
10168,Manipur,Goa,,2017
10169,Meghalaya,Goa,,2017
10170,Mizoram,Goa,,2017
10171,Nagaland,Goa,,2017
10172,Odisha,Goa,,2017
10173,Puducherry,Goa,,2017
10174,Punjab,Goa,,2017
10175,Rajasthan,Goa,,2017
10176,Tamil Nadu(excluding ports),Goa,,2017
10177,Other ports of Tamil Nadu,Goa,,2017
10178,Tripura,Goa,,2017
10179,Uttaranchal,Goa,,2017
10180,Uttar Pradesh,Goa,,2017
10181,West Bengal(excluding ports) ,Goa,,2017
10182,Other ports of West Bengal,Goa,,2017
10183,OUTWARD -->,Goa,0,2017
10184,Andhra(excluding ports),Gujarat(excluding ports),,2017
10185,Other ports of Andhra,Gujarat(excluding ports),,2017
10186,Assam,Gujarat(excluding ports),,2017
10187,Arunachal Pradesh,Gujarat(excluding ports),,2017
10188,Bihar,Gujarat(excluding ports),,2017
10189,Chattishgarh,Gujarat(excluding ports),,2017
10190,Chandigarh,Gujarat(excluding ports),,2017
10191,Delhi,Gujarat(excluding ports),,2017
10192,Goa,Gujarat(excluding ports),,2017
10193,Gujarat(excluding ports),Gujarat(excluding ports),,2017
10194,Other ports of Gujarat,Gujarat(excluding ports),,2017
10195,Haryana,Gujarat(excluding ports),,2017
10196,Himachal Pradesh,Gujarat(excluding ports),,2017
10197,Jammu and Kasmir,Gujarat(excluding ports),,2017
10198,Jharkhand,Gujarat(excluding ports),,2017
10199,Karnataka(excluding ports,Gujarat(excluding ports),,2017
10200,Other ports of Karnataka,Gujarat(excluding ports),,2017
10201,Kerala(excluding ports),Gujarat(excluding ports),,2017
10202,Other ports of Kerala,Gujarat(excluding ports),,2017
10203,Madhya Pradesh,Gujarat(excluding ports),,2017
10204,Maharashtra(excluding ports),Gujarat(excluding ports),,2017
10205,Other ports of Maharashtra,Gujarat(excluding ports),,2017
10206,Manipur,Gujarat(excluding ports),,2017
10207,Meghalaya,Gujarat(excluding ports),,2017
10208,Mizoram,Gujarat(excluding ports),,2017
10209,Nagaland,Gujarat(excluding ports),,2017
10210,Odisha,Gujarat(excluding ports),,2017
10211,Puducherry,Gujarat(excluding ports),,2017
10212,Punjab,Gujarat(excluding ports),,2017
10213,Rajasthan,Gujarat(excluding ports),,2017
10214,Tamil Nadu(excluding ports),Gujarat(excluding ports),,2017
10215,Other ports of Tamil Nadu,Gujarat(excluding ports),,2017
10216,Tripura,Gujarat(excluding ports),,2017
10217,Uttaranchal,Gujarat(excluding ports),,2017
10218,Uttar Pradesh,Gujarat(excluding ports),,2017
10219,West Bengal(excluding ports) ,Gujarat(excluding ports),,2017
10220,Other ports of West Bengal,Gujarat(excluding ports),,2017
10221,OUTWARD -->,Gujarat(excluding ports),0,2017
10222,Andhra(excluding ports),Other ports of Gujarat,,2017
10223,Other ports of Andhra,Other ports of Gujarat,,2017
10224,Assam,Other ports of Gujarat,,2017
10225,Arunachal Pradesh,Other ports of Gujarat,,2017
10226,Bihar,Other ports of Gujarat,,2017
10227,Chattishgarh,Other ports of Gujarat,,2017
10228,Chandigarh,Other ports of Gujarat,,2017
10229,Delhi,Other ports of Gujarat,,2017
10230,Goa,Other ports of Gujarat,,2017
10231,Gujarat(excluding ports),Other ports of Gujarat,,2017
10232,Other ports of Gujarat,Other ports of Gujarat,,2017
10233,Haryana,Other ports of Gujarat,,2017
10234,Himachal Pradesh,Other ports of Gujarat,,2017
10235,Jammu and Kasmir,Other ports of Gujarat,,2017
10236,Jharkhand,Other ports of Gujarat,,2017
10237,Karnataka(excluding ports,Other ports of Gujarat,,2017
10238,Other ports of Karnataka,Other ports of Gujarat,,2017
10239,Kerala(excluding ports),Other ports of Gujarat,,2017
10240,Other ports of Kerala,Other ports of Gujarat,,2017
10241,Madhya Pradesh,Other ports of Gujarat,,2017
10242,Maharashtra(excluding ports),Other ports of Gujarat,,2017
10243,Other ports of Maharashtra,Other ports of Gujarat,,2017
10244,Manipur,Other ports of Gujarat,,2017
10245,Meghalaya,Other ports of Gujarat,,2017
10246,Mizoram,Other ports of Gujarat,,2017
10247,Nagaland,Other ports of Gujarat,,2017
10248,Odisha,Other ports of Gujarat,,2017
10249,Puducherry,Other ports of Gujarat,,2017
10250,Punjab,Other ports of Gujarat,,2017
10251,Rajasthan,Other ports of Gujarat,,2017
10252,Tamil Nadu(excluding ports),Other ports of Gujarat,,2017
10253,Other ports of Tamil Nadu,Other ports of Gujarat,,2017
10254,Tripura,Other ports of Gujarat,,2017
10255,Uttaranchal,Other ports of Gujarat,,2017
10256,Uttar Pradesh,Other ports of Gujarat,,2017
10257,West Bengal(excluding ports) ,Other ports of Gujarat,,2017
10258,Other ports of West Bengal,Other ports of Gujarat,,2017
10259,OUTWARD -->,Other ports of Gujarat,0,2017
10260,Andhra(excluding ports),Haryana,,2017
10261,Other ports of Andhra,Haryana,,2017
10262,Assam,Haryana,,2017
10263,Arunachal Pradesh,Haryana,,2017
10264,Bihar,Haryana,,2017
10265,Chattishgarh,Haryana,,2017
10266,Chandigarh,Haryana,,2017
10267,Delhi,Haryana,,2017
10268,Goa,Haryana,,2017
10269,Gujarat(excluding ports),Haryana,,2017
10270,Other ports of Gujarat,Haryana,,2017
10271,Haryana,Haryana,,2017
10272,Himachal Pradesh,Haryana,,2017
10273,Jammu and Kasmir,Haryana,,2017
10274,Jharkhand,Haryana,,2017
10275,Karnataka(excluding ports,Haryana,,2017
10276,Other ports of Karnataka,Haryana,,2017
10277,Kerala(excluding ports),Haryana,,2017
10278,Other ports of Kerala,Haryana,,2017
10279,Madhya Pradesh,Haryana,,2017
10280,Maharashtra(excluding ports),Haryana,,2017
10281,Other ports of Maharashtra,Haryana,,2017
10282,Manipur,Haryana,,2017
10283,Meghalaya,Haryana,,2017
10284,Mizoram,Haryana,,2017
10285,Nagaland,Haryana,,2017
10286,Odisha,Haryana,,2017
10287,Puducherry,Haryana,,2017
10288,Punjab,Haryana,53010,2017
10289,Rajasthan,Haryana,,2017
10290,Tamil Nadu(excluding ports),Haryana,,2017
10291,Other ports of Tamil Nadu,Haryana,,2017
10292,Tripura,Haryana,,2017
10293,Uttaranchal,Haryana,,2017
10294,Uttar Pradesh,Haryana,,2017
10295,West Bengal(excluding ports) ,Haryana,,2017
10296,Other ports of West Bengal,Haryana,,2017
10297,OUTWARD -->,Haryana,53010,2017
10298,Andhra(excluding ports),Himachal Pradesh,,2017
10299,Other ports of Andhra,Himachal Pradesh,,2017
10300,Assam,Himachal Pradesh,,2017
10301,Arunachal Pradesh,Himachal Pradesh,,2017
10302,Bihar,Himachal Pradesh,,2017
10303,Chattishgarh,Himachal Pradesh,,2017
10304,Chandigarh,Himachal Pradesh,,2017
10305,Delhi,Himachal Pradesh,,2017
10306,Goa,Himachal Pradesh,,2017
10307,Gujarat(excluding ports),Himachal Pradesh,,2017
10308,Other ports of Gujarat,Himachal Pradesh,,2017
10309,Haryana,Himachal Pradesh,,2017
10310,Himachal Pradesh,Himachal Pradesh,,2017
10311,Jammu and Kasmir,Himachal Pradesh,,2017
10312,Jharkhand,Himachal Pradesh,,2017
10313,Karnataka(excluding ports,Himachal Pradesh,,2017
10314,Other ports of Karnataka,Himachal Pradesh,,2017
10315,Kerala(excluding ports),Himachal Pradesh,,2017
10316,Other ports of Kerala,Himachal Pradesh,,2017
10317,Madhya Pradesh,Himachal Pradesh,,2017
10318,Maharashtra(excluding ports),Himachal Pradesh,,2017
10319,Other ports of Maharashtra,Himachal Pradesh,,2017
10320,Manipur,Himachal Pradesh,,2017
10321,Meghalaya,Himachal Pradesh,,2017
10322,Mizoram,Himachal Pradesh,,2017
10323,Nagaland,Himachal Pradesh,,2017
10324,Odisha,Himachal Pradesh,,2017
10325,Puducherry,Himachal Pradesh,,2017
10326,Punjab,Himachal Pradesh,,2017
10327,Rajasthan,Himachal Pradesh,,2017
10328,Tamil Nadu(excluding ports),Himachal Pradesh,,2017
10329,Other ports of Tamil Nadu,Himachal Pradesh,,2017
10330,Tripura,Himachal Pradesh,,2017
10331,Uttaranchal,Himachal Pradesh,,2017
10332,Uttar Pradesh,Himachal Pradesh,,2017
10333,West Bengal(excluding ports) ,Himachal Pradesh,,2017
10334,Other ports of West Bengal,Himachal Pradesh,,2017
10335,OUTWARD -->,Himachal Pradesh,0,2017
10336,Andhra(excluding ports),Jammu,,2017
10337,Other ports of Andhra,Jammu,,2017
10338,Assam,Jammu,,2017
10339,Arunachal Pradesh,Jammu,,2017
10340,Bihar,Jammu,,2017
10341,Chattishgarh,Jammu,,2017
10342,Chandigarh,Jammu,,2017
10343,Delhi,Jammu,,2017
10344,Goa,Jammu,,2017
10345,Gujarat(excluding ports),Jammu,,2017
10346,Other ports of Gujarat,Jammu,,2017
10347,Haryana,Jammu,,2017
10348,Himachal Pradesh,Jammu,,2017
10349,Jammu and Kasmir,Jammu,,2017
10350,Jharkhand,Jammu,,2017
10351,Karnataka(excluding ports,Jammu,,2017
10352,Other ports of Karnataka,Jammu,,2017
10353,Kerala(excluding ports),Jammu,,2017
10354,Other ports of Kerala,Jammu,,2017
10355,Madhya Pradesh,Jammu,,2017
10356,Maharashtra(excluding ports),Jammu,,2017
10357,Other ports of Maharashtra,Jammu,,2017
10358,Manipur,Jammu,,2017
10359,Meghalaya,Jammu,,2017
10360,Mizoram,Jammu,,2017
10361,Nagaland,Jammu,,2017
10362,Odisha,Jammu,,2017
10363,Puducherry,Jammu,,2017
10364,Punjab,Jammu,,2017
10365,Rajasthan,Jammu,,2017
10366,Tamil Nadu(excluding ports),Jammu,,2017
10367,Other ports of Tamil Nadu,Jammu,,2017
10368,Tripura,Jammu,,2017
10369,Uttaranchal,Jammu,,2017
10370,Uttar Pradesh,Jammu,,2017
10371,West Bengal(excluding ports) ,Jammu,,2017
10372,Other ports of West Bengal,Jammu,,2017
10373,OUTWARD -->,Jammu,0,2017
10374,Andhra(excluding ports),Jharkhand,,2017
10375,Other ports of Andhra,Jharkhand,,2017
10376,Assam,Jharkhand,,2017
10377,Arunachal Pradesh,Jharkhand,,2017
10378,Bihar,Jharkhand,,2017
10379,Chattishgarh,Jharkhand,,2017
10380,Chandigarh,Jharkhand,,2017
10381,Delhi,Jharkhand,,2017
10382,Goa,Jharkhand,,2017
10383,Gujarat(excluding ports),Jharkhand,,2017
10384,Other ports of Gujarat,Jharkhand,,2017
10385,Haryana,Jharkhand,,2017
10386,Himachal Pradesh,Jharkhand,,2017
10387,Jammu and Kasmir,Jharkhand,,2017
10388,Jharkhand,Jharkhand,,2017
10389,Karnataka(excluding ports,Jharkhand,,2017
10390,Other ports of Karnataka,Jharkhand,,2017
10391,Kerala(excluding ports),Jharkhand,,2017
10392,Other ports of Kerala,Jharkhand,,2017
10393,Madhya Pradesh,Jharkhand,,2017
10394,Maharashtra(excluding ports),Jharkhand,,2017
10395,Other ports of Maharashtra,Jharkhand,,2017
10396,Manipur,Jharkhand,,2017
10397,Meghalaya,Jharkhand,,2017
10398,Mizoram,Jharkhand,,2017
10399,Nagaland,Jharkhand,,2017
10400,Odisha,Jharkhand,,2017
10401,Puducherry,Jharkhand,,2017
10402,Punjab,Jharkhand,,2017
10403,Rajasthan,Jharkhand,,2017
10404,Tamil Nadu(excluding ports),Jharkhand,,2017
10405,Other ports of Tamil Nadu,Jharkhand,,2017
10406,Tripura,Jharkhand,,2017
10407,Uttaranchal,Jharkhand,,2017
10408,Uttar Pradesh,Jharkhand,,2017
10409,West Bengal(excluding ports) ,Jharkhand,,2017
10410,Other ports of West Bengal,Jharkhand,,2017
10411,OUTWARD -->,Jharkhand,0,2017
10412,Andhra(excluding ports),Karnataka(excluding ports,,2017
10413,Other ports of Andhra,Karnataka(excluding ports,,2017
10414,Assam,Karnataka(excluding ports,,2017
10415,Arunachal Pradesh,Karnataka(excluding ports,,2017
10416,Bihar,Karnataka(excluding ports,,2017
10417,Chattishgarh,Karnataka(excluding ports,,2017
10418,Chandigarh,Karnataka(excluding ports,,2017
10419,Delhi,Karnataka(excluding ports,,2017
10420,Goa,Karnataka(excluding ports,,2017
10421,Gujarat(excluding ports),Karnataka(excluding ports,,2017
10422,Other ports of Gujarat,Karnataka(excluding ports,,2017
10423,Haryana,Karnataka(excluding ports,,2017
10424,Himachal Pradesh,Karnataka(excluding ports,,2017
10425,Jammu and Kasmir,Karnataka(excluding ports,,2017
10426,Jharkhand,Karnataka(excluding ports,,2017
10427,Karnataka(excluding ports,Karnataka(excluding ports,,2017
10428,Other ports of Karnataka,Karnataka(excluding ports,132750,2017
10429,Kerala(excluding ports),Karnataka(excluding ports,26640,2017
10430,Other ports of Kerala,Karnataka(excluding ports,,2017
10431,Madhya Pradesh,Karnataka(excluding ports,,2017
